original_line,processed
Benim yarim pek küçücek,"[{'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'yarim', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yarim', 'root': 'yâr', 'type': 'Noun'}, {'input': 'pek', 'root': 'pek', 'type': 'Adjective'}, {'input': 'pek', 'root': 'pek', 'type': 'Adverb'}]"
Kadınım şalı kuşan gel,"[{'input': 'Kadınım', 'root': 'kadın', 'type': 'Noun'}, {'input': 'Kadınım', 'root': 'kadın', 'type': 'Adjective'}, {'input': 'Kadınım', 'root': 'kadın', 'type': 'Adjective'}, {'input': 'Kadınım', 'root': 'kadı', 'type': 'Noun'}, {'input': 'Kadınım', 'root': 'kadın', 'type': 'Noun'}, {'input': 'şalı', 'root': 'şal', 'type': 'Noun'}, {'input': 'şalı', 'root': 'şal', 'type': 'Noun'}, {'input': 'kuşan', 'root': 'kuşanmak', 'type': 'Verb'}, {'input': 'gel', 'root': 'gelmek', 'type': 'Verb'}]"
Nar ağacı narsız olmaz,"[{'input': 'Nar', 'root': 'nar', 'type': 'Noun'}, {'input': 'Nar', 'root': 'nâr', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Noun'}, {'input': 'narsız', 'root': 'nar', 'type': 'Noun'}, {'input': 'narsız', 'root': 'nâr', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}]"
Al rubayı ba(ğ) lan gel,"[{'input': 'Al', 'root': 'al', 'type': 'Adjective'}, {'input': 'Al', 'root': 'almak', 'type': 'Verb'}, {'input': 'Al', 'root': 'Al', 'type': 'Noun'}, {'input': 'Al', 'root': 'al', 'type': 'Noun'}, {'input': 'rubayı', 'root': 'ruba', 'type': 'Noun'}, {'input': 'ba', 'root': 'Ba', 'type': 'Noun'}, {'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}, {'input': 'lan', 'root': 'lan', 'type': 'Interjection'}, {'input': 'lan', 'root': 'la', 'type': 'Noun'}, {'input': 'gel', 'root': 'gelmek', 'type': 'Verb'}]"
Gül ağacı gülsüz olmaz,"[{'input': 'Gül', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'Gül', 'root': 'gül', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Noun'}, {'input': 'gülsüz', 'root': 'gül', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}]"
Benim yarim bensiz olmaz,"[{'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'yarim', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yarim', 'root': 'yâr', 'type': 'Noun'}, {'input': 'bensiz', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'bensiz', 'root': 'ben', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}]"
Evlerimin önü kaya,"[{'input': 'Evlerimin', 'root': 'ev', 'type': 'Noun'}, {'input': 'önü', 'root': 'ön', 'type': 'Noun'}, {'input': 'önü', 'root': 'ön', 'type': 'Noun'}, {'input': 'önü', 'root': 'ön', 'type': 'Adjective'}, {'input': 'önü', 'root': 'ön', 'type': 'Adjective'}, {'input': 'kaya', 'root': 'kaymak', 'type': 'Verb'}, {'input': 'kaya', 'root': 'kaya', 'type': 'Noun'}]"
Kayadan bakarlar aya,"[{'input': 'Kayadan', 'root': 'kaya', 'type': 'Noun'}, {'input': 'bakarlar', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'aya', 'root': 'aymak', 'type': 'Verb'}, {'input': 'aya', 'root': 'A', 'type': 'Noun'}, {'input': 'aya', 'root': 'Ay', 'type': 'Noun'}, {'input': 'aya', 'root': 'ay', 'type': 'Noun'}, {'input': 'aya', 'root': 'ay', 'type': 'Noun'}, {'input': 'aya', 'root': 'aya', 'type': 'Noun'}]"
Sinemi sinene daya,"[{'input': 'Sinemi', 'root': 'sine', 'type': 'Noun'}, {'input': 'Sinemi', 'root': 'Sinem', 'type': 'Noun'}, {'input': 'Sinemi', 'root': 'Sinem', 'type': 'Noun'}, {'input': 'sinene', 'root': 'sine', 'type': 'Noun'}, {'input': 'sinene', 'root': 'sinmek', 'type': 'Verb'}, {'input': 'daya', 'root': 'dayamak', 'type': 'Verb'}, {'input': 'daya', 'root': 'Day', 'type': 'Noun'}]"
Kadınım şalı kuşan gel,"[{'input': 'Kadınım', 'root': 'kadın', 'type': 'Noun'}, {'input': 'Kadınım', 'root': 'kadın', 'type': 'Adjective'}, {'input': 'Kadınım', 'root': 'kadın', 'type': 'Adjective'}, {'input': 'Kadınım', 'root': 'kadı', 'type': 'Noun'}, {'input': 'Kadınım', 'root': 'kadın', 'type': 'Noun'}, {'input': 'şalı', 'root': 'şal', 'type': 'Noun'}, {'input': 'şalı', 'root': 'şal', 'type': 'Noun'}, {'input': 'kuşan', 'root': 'kuşanmak', 'type': 'Verb'}, {'input': 'gel', 'root': 'gelmek', 'type': 'Verb'}]"
Nar ağacı narsız olmaz,"[{'input': 'Nar', 'root': 'nar', 'type': 'Noun'}, {'input': 'Nar', 'root': 'nâr', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Noun'}, {'input': 'narsız', 'root': 'nar', 'type': 'Noun'}, {'input': 'narsız', 'root': 'nâr', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}]"
Al rubayı ba(ğ) lan gel,"[{'input': 'Al', 'root': 'al', 'type': 'Adjective'}, {'input': 'Al', 'root': 'almak', 'type': 'Verb'}, {'input': 'Al', 'root': 'Al', 'type': 'Noun'}, {'input': 'Al', 'root': 'al', 'type': 'Noun'}, {'input': 'rubayı', 'root': 'ruba', 'type': 'Noun'}, {'input': 'ba', 'root': 'Ba', 'type': 'Noun'}, {'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}, {'input': 'lan', 'root': 'lan', 'type': 'Interjection'}, {'input': 'lan', 'root': 'la', 'type': 'Noun'}, {'input': 'gel', 'root': 'gelmek', 'type': 'Verb'}]"
Gül ağacı gülsüz olmaz,"[{'input': 'Gül', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'Gül', 'root': 'gül', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Noun'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağaç', 'type': 'Adjective'}, {'input': 'ağacı', 'root': 'ağa', 'type': 'Noun'}, {'input': 'gülsüz', 'root': 'gül', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}]"
Benim yarim bensiz olmaz,"[{'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'Benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'yarim', 'root': 'yâr', 'type': 'Noun'}, {'input': 'yarim', 'root': 'yâr', 'type': 'Noun'}, {'input': 'bensiz', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'bensiz', 'root': 'ben', 'type': 'Noun'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Adjective'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olmaz', 'root': 'olmaz', 'type': 'Noun'}]"
Gelir misin benim,"[{'input': 'Gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'Gelir', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'Gelir', 'root': 'gelir', 'type': 'Noun'}, {'input': 'misin', 'root': 'mi', 'type': 'Question'}, {'input': 'misin', 'root': 'mis', 'type': 'Noun'}, {'input': 'misin', 'root': 'mis', 'type': 'Noun'}, {'input': 'misin', 'root': 'Mi', 'type': 'Noun'}, {'input': 'misin', 'root': 'mi', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}]"
Gezelim bahçe bağları,"[{'input': 'Gezelim', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'bahçe', 'root': 'bahçe', 'type': 'Noun'}, {'input': 'bahçe', 'root': 'Bahçe', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}, {'input': 'bağları', 'root': 'bağ', 'type': 'Noun'}]"
Sevişelim senin,"[{'input': 'Sevişelim', 'root': 'sevişmek', 'type': 'Verb'}, {'input': 'senin', 'root': 'Se', 'type': 'Noun'}, {'input': 'senin', 'root': 'se', 'type': 'Noun'}, {'input': 'senin', 'root': 'se', 'type': 'Noun'}, {'input': 'senin', 'root': 'sen', 'type': 'Pronoun'}]"
Hoş geçirelim çağları,"[{'input': 'Hoş', 'root': 'hoş', 'type': 'Adjective'}, {'input': 'Hoş', 'root': 'hoş', 'type': 'Adverb'}, {'input': 'geçirelim', 'root': 'geçirmek', 'type': 'Verb'}, {'input': 'çağları', 'root': 'çağ', 'type': 'Noun'}, {'input': 'çağları', 'root': 'çağ', 'type': 'Noun'}, {'input': 'çağları', 'root': 'çağ', 'type': 'Noun'}, {'input': 'çağları', 'root': 'çağ', 'type': 'Noun'}, {'input': 'çağları', 'root': 'çağlar', 'type': 'Noun'}, {'input': 'çağları', 'root': 'çağlar', 'type': 'Noun'}]"
Yar dişlerin meknun,"[{'input': 'Yar', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'Yar', 'root': 'yar', 'type': 'Noun'}, {'input': 'Yar', 'root': 'yâr', 'type': 'Noun'}, {'input': 'dişlerin', 'root': 'diş', 'type': 'Noun'}, {'input': 'dişlerin', 'root': 'diş', 'type': 'Noun'}, {'input': 'meknun', 'root': 'Meknun', 'type': 'Noun'}]"
Akar yaşım ceyhun,"[{'input': 'Akar', 'root': 'akmak', 'type': 'Verb'}, {'input': 'Akar', 'root': 'akmak', 'type': 'Verb'}, {'input': 'Akar', 'root': 'akar', 'type': 'Noun'}, {'input': 'yaşım', 'root': 'yaş', 'type': 'Noun'}, {'input': 'yaşım', 'root': 'yaş', 'type': 'Adjective'}, {'input': 'yaşım', 'root': 'yaş', 'type': 'Adjective'}, {'input': 'yaşım', 'root': 'yaş', 'type': 'Noun'}, {'input': 'ceyhun', 'root': 'Ceyhun', 'type': 'Noun'}]"
Dertli gönlüm mecnun,"[{'input': 'Dertli', 'root': 'dert', 'type': 'Noun'}, {'input': 'gönlüm', 'root': 'gönül', 'type': 'Noun'}, {'input': 'gönlüm', 'root': 'gönül', 'type': 'Noun'}, {'input': 'gönlüm', 'root': 'gön', 'type': 'Noun'}, {'input': 'mecnun', 'root': 'mecnun', 'type': 'Adjective'}, {'input': 'mecnun', 'root': 'Mecnun', 'type': 'Noun'}]"
Dolaşır yüce dağları,"[{'input': 'Dolaşır', 'root': 'dolaşmak', 'type': 'Verb'}, {'input': 'Dolaşır', 'root': 'dolaşmak', 'type': 'Verb'}, {'input': 'Dolaşır', 'root': 'do', 'type': 'Noun'}, {'input': 'Dolaşır', 'root': 'do', 'type': 'Noun'}, {'input': 'yüce', 'root': 'yüce', 'type': 'Adjective'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}, {'input': 'dağları', 'root': 'dağ', 'type': 'Noun'}]"
Gam efkar geldi bürüdü,"[{'input': 'Gam', 'root': 'gam', 'type': 'Noun'}, {'input': 'efkar', 'root': 'Efkar', 'type': 'Noun'}, {'input': 'efkar', 'root': 'efkâr', 'type': 'Noun'}, {'input': 'geldi', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'bürüdü', 'root': 'bürümek', 'type': 'Verb'}]"
Yaşım sel oldu yürüdü,"[{'input': 'Yaşım', 'root': 'yaş', 'type': 'Noun'}, {'input': 'Yaşım', 'root': 'yaş', 'type': 'Adjective'}, {'input': 'Yaşım', 'root': 'yaş', 'type': 'Adjective'}, {'input': 'Yaşım', 'root': 'yaş', 'type': 'Noun'}, {'input': 'sel', 'root': 'sel', 'type': 'Noun'}, {'input': 'oldu', 'root': 'olmak', 'type': 'Verb'}, {'input': 'yürüdü', 'root': 'yürümek', 'type': 'Verb'}]"
Kalmadı an eridi,"[{'input': 'Kalmadı', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'an', 'root': 'anmak', 'type': 'Verb'}, {'input': 'an', 'root': 'an', 'type': 'Noun'}, {'input': 'eridi', 'root': 'erimek', 'type': 'Verb'}]"
yüreğimin yağları,"[{'input': 'yüreğimin', 'root': 'yürek', 'type': 'Noun'}, {'input': 'yağları', 'root': 'yağ', 'type': 'Noun'}, {'input': 'yağları', 'root': 'yağ', 'type': 'Noun'}, {'input': 'yağları', 'root': 'yağ', 'type': 'Noun'}, {'input': 'yağları', 'root': 'yağ', 'type': 'Noun'}]"
Hak nefesin dinler gezer,"[{'input': 'Hak', 'root': 'hak', 'type': 'Adjective'}, {'input': 'Hak', 'root': 'Hak', 'type': 'Noun'}, {'input': 'Hak', 'root': 'hak', 'type': 'Noun'}, {'input': 'Hak', 'root': 'hak', 'type': 'Noun'}, {'input': 'nefesin', 'root': 'nefes', 'type': 'Noun'}, {'input': 'nefesin', 'root': 'nefes', 'type': 'Noun'}, {'input': 'dinler', 'root': 'dinlemek', 'type': 'Verb'}, {'input': 'dinler', 'root': 'dinlemek', 'type': 'Verb'}, {'input': 'dinler', 'root': 'din', 'type': 'Noun'}, {'input': 'dinler', 'root': 'din', 'type': 'Noun'}, {'input': 'gezer', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezer', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezer', 'root': 'Gezer', 'type': 'Noun'}]"
Bilir misin kimler gezer,"[{'input': 'Bilir', 'root': 'bilir', 'type': 'Adjective'}, {'input': 'Bilir', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bilir', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'Bilir', 'root': 'Bilir', 'type': 'Noun'}, {'input': 'misin', 'root': 'mi', 'type': 'Question'}, {'input': 'misin', 'root': 'mis', 'type': 'Noun'}, {'input': 'misin', 'root': 'mis', 'type': 'Noun'}, {'input': 'misin', 'root': 'Mi', 'type': 'Noun'}, {'input': 'misin', 'root': 'mi', 'type': 'Noun'}, {'input': 'kimler', 'root': 'kim', 'type': 'Pronoun'}, {'input': 'gezer', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezer', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezer', 'root': 'Gezer', 'type': 'Noun'}]"
Hasta olan inler gezer,"[{'input': 'Hasta', 'root': 'hasta', 'type': 'Adjective'}, {'input': 'Hasta', 'root': 'has', 'type': 'Noun'}, {'input': 'Hasta', 'root': 'Hast', 'type': 'Noun'}, {'input': 'Hasta', 'root': 'has', 'type': 'Adjective'}, {'input': 'olan', 'root': 'olmak', 'type': 'Verb'}, {'input': 'olan', 'root': 'o', 'type': 'Adjective'}, {'input': 'inler', 'root': 'inlemek', 'type': 'Verb'}, {'input': 'inler', 'root': 'inlemek', 'type': 'Verb'}, {'input': 'inler', 'root': 'in', 'type': 'Noun'}, {'input': 'inler', 'root': 'in', 'type': 'Noun'}, {'input': 'gezer', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezer', 'root': 'gezmek', 'type': 'Verb'}, {'input': 'gezer', 'root': 'Gezer', 'type': 'Noun'}]"
Dem devran eder sağları,"[{'input': 'Dem', 'root': 'de', 'type': 'Noun'}, {'input': 'Dem', 'root': 'dem', 'type': 'Noun'}, {'input': 'devran', 'root': 'devran', 'type': 'Noun'}, {'input': 'eder', 'root': 'etmek', 'type': 'Verb'}, {'input': 'eder', 'root': 'etmek', 'type': 'Verb'}, {'input': 'eder', 'root': 'eder', 'type': 'Noun'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Noun'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Noun'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Noun'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Noun'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Adjective'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Adjective'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Adjective'}, {'input': 'sağları', 'root': 'sağ', 'type': 'Adjective'}]"
Daimi'ye yok biat,"[{'input': 'Daimi'ye', 'root': 'Daimi'ye', 'type': 'Noun'}, {'input': 'Daimi'ye', 'root': 'daimî', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'biat', 'root': 'biat', 'type': 'Noun'}]"
Gel sevdiğim etme inat,"[{'input': 'Gel', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'sevdiğim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'sevdiğim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'etme', 'root': 'etmek', 'type': 'Verb'}, {'input': 'etme', 'root': 'etmek', 'type': 'Verb'}, {'input': 'inat', 'root': 'inat', 'type': 'Adjective'}, {'input': 'inat', 'root': 'inat', 'type': 'Noun'}]"
