original_line,processed
sinemi aşk oduna dağlayan,"[{'input': 'sinemi', 'root': 'sine', 'type': 'Noun'}, {'input': 'sinemi', 'root': 'Sinem', 'type': 'Noun'}, {'input': 'sinemi', 'root': 'Sinem', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'oduna', 'root': 'od', 'type': 'Noun'}, {'input': 'oduna', 'root': 'od', 'type': 'Noun'}, {'input': 'oduna', 'root': 'odun', 'type': 'Noun'}, {'input': 'oduna', 'root': 'odun', 'type': 'Adjective'}, {'input': 'dağlayan', 'root': 'dağlamak', 'type': 'Verb'}]"
Bekası olmayan diyelim Allah,"[{'input': 'Bekası', 'root': 'beka', 'type': 'Noun'}, {'input': 'Bekası', 'root': 'bekas', 'type': 'Noun'}, {'input': 'Bekası', 'root': 'bekas', 'type': 'Noun'}, {'input': 'olmayan', 'root': 'olmak', 'type': 'Verb'}, {'input': 'diyelim', 'root': 'demek', 'type': 'Verb'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}]"
münafık sebep oldu işe,"[{'input': 'münafık', 'root': 'münafık', 'type': 'Adjective'}, {'input': 'sebep', 'root': 'sebep', 'type': 'Noun'}, {'input': 'oldu', 'root': 'olmak', 'type': 'Verb'}, {'input': 'işe', 'root': 'işemek', 'type': 'Verb'}, {'input': 'işe', 'root': 'iş', 'type': 'Noun'}]"
Umarım başına taşlar düşe,"[{'input': 'Umarım', 'root': 'ummak', 'type': 'Verb'}, {'input': 'Umarım', 'root': 'Umar', 'type': 'Noun'}, {'input': 'Umarım', 'root': 'umar', 'type': 'Noun'}, {'input': 'Umarım', 'root': 'Umar', 'type': 'Noun'}, {'input': 'Umarım', 'root': 'umar', 'type': 'Noun'}, {'input': 'başına', 'root': 'baş', 'type': 'Noun'}, {'input': 'başına', 'root': 'baş', 'type': 'Noun'}, {'input': 'taşlar', 'root': 'taşlamak', 'type': 'Verb'}, {'input': 'taşlar', 'root': 'taşlamak', 'type': 'Verb'}, {'input': 'taşlar', 'root': 'taş', 'type': 'Noun'}, {'input': 'taşlar', 'root': 'taş', 'type': 'Adjective'}, {'input': 'taşlar', 'root': 'taş', 'type': 'Adjective'}, {'input': 'taşlar', 'root': 'taş', 'type': 'Noun'}, {'input': 'düşe', 'root': 'düşmek', 'type': 'Verb'}, {'input': 'düşe', 'root': 'düş', 'type': 'Noun'}]"
Kör yılanlar ura cesedi şişe,"[{'input': 'Kör', 'root': 'kör', 'type': 'Adjective'}, {'input': 'yılanlar', 'root': 'yılan', 'type': 'Noun'}, {'input': 'yılanlar', 'root': 'yılan', 'type': 'Adjective'}, {'input': 'yılanlar', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'yılanlar', 'root': 'yılan', 'type': 'Adjective'}, {'input': 'yılanlar', 'root': 'yılan', 'type': 'Noun'}, {'input': 'yılanlar', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'ura', 'root': 'ur', 'type': 'Noun'}, {'input': 'cesedi', 'root': 'ceset', 'type': 'Noun'}, {'input': 'cesedi', 'root': 'ceset', 'type': 'Noun'}, {'input': 'şişe', 'root': 'şişe', 'type': 'Adjective'}, {'input': 'şişe', 'root': 'şişmek', 'type': 'Verb'}, {'input': 'şişe', 'root': 'şiş', 'type': 'Noun'}, {'input': 'şişe', 'root': 'şişe', 'type': 'Noun'}, {'input': 'şişe', 'root': 'şiş', 'type': 'Adjective'}]"
Eriye döküle diyelim Allah,"[{'input': 'Eriye', 'root': 'erimek', 'type': 'Verb'}, {'input': 'döküle', 'root': 'dökmek', 'type': 'Verb'}, {'input': 'diyelim', 'root': 'demek', 'type': 'Verb'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}]"
benim yana kuruya,"[{'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'yana', 'root': 'yana', 'type': 'PostPositive'}, {'input': 'yana', 'root': 'yanmak', 'type': 'Verb'}, {'input': 'yana', 'root': 'yan', 'type': 'Noun'}, {'input': 'kuruya', 'root': 'kurumak', 'type': 'Verb'}, {'input': 'kuruya', 'root': 'kuru', 'type': 'Noun'}, {'input': 'kuruya', 'root': 'kuru', 'type': 'Adjective'}]"
Kısmeti tükene başı çürüye,"[{'input': 'Kısmeti', 'root': 'kısmet', 'type': 'Noun'}, {'input': 'Kısmeti', 'root': 'kısmet', 'type': 'Noun'}, {'input': 'tükene', 'root': 'tükenmek', 'type': 'Verb'}, {'input': 'başı', 'root': 'baş', 'type': 'Noun'}, {'input': 'başı', 'root': 'baş', 'type': 'Noun'}, {'input': 'çürüye', 'root': 'çürümek', 'type': 'Verb'}]"
Seyit Vakkas ok ura devire,"[{'input': 'Seyit', 'root': 'seyit', 'type': 'Noun'}, {'input': 'Vakkas', 'root': 'Vakkas', 'type': 'Noun'}, {'input': 'ok', 'root': 'ok', 'type': 'Noun'}, {'input': 'ura', 'root': 'ur', 'type': 'Noun'}, {'input': 'devire', 'root': 'devirmek', 'type': 'Verb'}]"
Cennet'e girmeye diyelim Allah,"[{'input': 'Cennet'e', 'root': 'cennet', 'type': 'Noun'}, {'input': 'girmeye', 'root': 'girmek', 'type': 'Verb'}, {'input': 'girmeye', 'root': 'girmek', 'type': 'Verb'}, {'input': 'diyelim', 'root': 'demek', 'type': 'Verb'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}]"
Allah anı bin belaya ata,"[{'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': 'anı', 'root': 'an', 'type': 'Noun'}, {'input': 'anı', 'root': 'an', 'type': 'Noun'}, {'input': 'anı', 'root': 'Anı', 'type': 'Noun'}, {'input': 'anı', 'root': 'anı', 'type': 'Noun'}, {'input': 'bin', 'root': 'bin', 'type': 'Numeral'}, {'input': 'bin', 'root': 'binmek', 'type': 'Verb'}, {'input': 'belaya', 'root': 'belâ', 'type': 'Noun'}, {'input': 'ata', 'root': 'atmak', 'type': 'Verb'}, {'input': 'ata', 'root': 'atamak', 'type': 'Verb'}, {'input': 'ata', 'root': 'At', 'type': 'Noun'}, {'input': 'ata', 'root': 'at', 'type': 'Noun'}, {'input': 'ata', 'root': 'ata', 'type': 'Noun'}]"
Kısmeti tükene vadesi yete,"[{'input': 'Kısmeti', 'root': 'kısmet', 'type': 'Noun'}, {'input': 'Kısmeti', 'root': 'kısmet', 'type': 'Noun'}, {'input': 'tükene', 'root': 'tükenmek', 'type': 'Verb'}, {'input': 'vadesi', 'root': 'vade', 'type': 'Noun'}, {'input': 'yete', 'root': 'yetmek', 'type': 'Verb'}]"
Yetmiş seksen sene döşekte yata,"[{'input': 'Yetmiş', 'root': 'yetmiş', 'type': 'Numeral'}, {'input': 'Yetmiş', 'root': 'yetmek', 'type': 'Verb'}, {'input': 'Yetmiş', 'root': 'yetmek', 'type': 'Verb'}, {'input': 'seksen', 'root': 'seksen', 'type': 'Numeral'}, {'input': 'seksen', 'root': 'sekmek', 'type': 'Verb'}, {'input': 'seksen', 'root': 'sek', 'type': 'Adjective'}, {'input': 'sene', 'root': 'se', 'type': 'Noun'}, {'input': 'sene', 'root': 'sene', 'type': 'Noun'}, {'input': 'döşekte', 'root': 'döşek', 'type': 'Noun'}, {'input': 'yata', 'root': 'yatmak', 'type': 'Verb'}, {'input': 'yata', 'root': 'yat', 'type': 'Noun'}]"
Yata kalkmaya diyelim Allah,"[{'input': 'Yata', 'root': 'yatmak', 'type': 'Verb'}, {'input': 'Yata', 'root': 'yat', 'type': 'Noun'}, {'input': 'kalkmaya', 'root': 'kalkmak', 'type': 'Verb'}, {'input': 'kalkmaya', 'root': 'kalkmak', 'type': 'Verb'}, {'input': 'diyelim', 'root': 'demek', 'type': 'Verb'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}]"
Pir Sultan Abdal'ım almadım hızaz,"[{'input': 'Pir', 'root': 'pir', 'type': 'Adverb'}, {'input': 'Pir', 'root': 'pir', 'type': 'Noun'}, {'input': 'Sultan', 'root': 'sulta', 'type': 'Noun'}, {'input': 'Sultan', 'root': 'sultan', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'Abdal', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'abdal', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'Abdal', 'type': 'Noun'}, {'input': 'Abdal'ım', 'root': 'abdal', 'type': 'Noun'}, {'input': 'almadım', 'root': 'almak', 'type': 'Verb'}]"
kelp rakip bize eyledi garaz,"[{'input': 'rakip', 'root': 'rakip', 'type': 'Noun'}, {'input': 'bize', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bize', 'root': 'biz', 'type': 'Noun'}, {'input': 'bize', 'root': 'Bize', 'type': 'Noun'}, {'input': 'eyledi', 'root': 'eylemek', 'type': 'Verb'}, {'input': 'garaz', 'root': 'garaz', 'type': 'Noun'}]"
dertten gayrı bin kantar maraz,"[{'input': 'dertten', 'root': 'dert', 'type': 'Noun'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': 'bin', 'root': 'bin', 'type': 'Numeral'}, {'input': 'bin', 'root': 'binmek', 'type': 'Verb'}, {'input': 'kantar', 'root': 'kantar', 'type': 'Noun'}, {'input': 'maraz', 'root': 'maraz', 'type': 'Adjective'}, {'input': 'maraz', 'root': 'maraz', 'type': 'Noun'}]"
Gire çıkmaya diyelim Allah,"[{'input': 'Gire', 'root': 'girmek', 'type': 'Verb'}, {'input': 'çıkmaya', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'çıkmaya', 'root': 'çıkma', 'type': 'Noun'}, {'input': 'çıkmaya', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'çıkmaya', 'root': 'çıkma', 'type': 'Adjective'}, {'input': 'diyelim', 'root': 'demek', 'type': 'Verb'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}]"
"Ellerim açtım, mevlaya,","[{'input': 'Ellerim', 'root': 'ellemek', 'type': 'Verb'}, {'input': 'Ellerim', 'root': 'el', 'type': 'Noun'}, {'input': 'Ellerim', 'root': 'el', 'type': 'Noun'}, {'input': 'açtım', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açtım', 'root': 'aç', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'mevlaya', 'root': 'Mevlâ', 'type': 'Noun'}, {'input': 'mevlaya', 'root': 'Mevla', 'type': 'Noun'}, {'input': 'mevlaya', 'root': 'mevlâ', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dileklerim kabül olsun,","[{'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': 'olsun', 'root': 'olmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Güvendim barihüdaya,","[{'input': 'Güvendim', 'root': 'güvenmek', 'type': 'Verb'}, {'input': 'Güvendim', 'root': 'güve', 'type': 'Noun'}, {'input': 'Güvendim', 'root': 'güven', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dileklerim, kabül olsun.","[{'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'olsun', 'root': 'olmak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Daim Allah,kerim Allah,","[{'input': 'Daim', 'root': 'daim', 'type': 'Adjective'}, {'input': 'Daim', 'root': 'daim', 'type': 'Adverb'}, {'input': 'Daim', 'root': 'Daim', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kerim', 'root': 'kerim', 'type': 'Adjective'}, {'input': 'kerim', 'root': 'ker', 'type': 'Noun'}, {'input': 'kerim', 'root': 'Keri', 'type': 'Noun'}, {'input': 'kerim', 'root': 'ker', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Allahüekber,Amentubillah,","[{'input': 'Allahüekber', 'root': 'Allahüekber', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Hu dedim,abesttim aldım,","[{'input': 'Hu', 'root': 'hu', 'type': 'Interjection'}, {'input': 'Hu', 'root': 'Hu', 'type': 'Noun'}, {'input': 'dedim', 'root': 'demek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'aldım', 'root': 'almak', 'type': 'Verb'}, {'input': 'aldım', 'root': 'al', 'type': 'Adjective'}, {'input': 'aldım', 'root': 'Al', 'type': 'Noun'}, {'input': 'aldım', 'root': 'al', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"şükür namazı kıldım,","[{'input': 'şükür', 'root': 'şükür', 'type': 'Noun'}, {'input': 'şükür', 'root': 'Şükür', 'type': 'Noun'}, {'input': 'namazı', 'root': 'namaz', 'type': 'Noun'}, {'input': 'namazı', 'root': 'namaz', 'type': 'Noun'}, {'input': 'kıldım', 'root': 'kılmak', 'type': 'Verb'}, {'input': 'kıldım', 'root': 'kıl', 'type': 'Adjective'}, {'input': 'kıldım', 'root': 'kıl', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Daim Allah, birdir dedim,","[{'input': 'Daim', 'root': 'daim', 'type': 'Adjective'}, {'input': 'Daim', 'root': 'daim', 'type': 'Adverb'}, {'input': 'Daim', 'root': 'Daim', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'birdir', 'root': 'bir', 'type': 'Adjective'}, {'input': 'birdir', 'root': 'bir', 'type': 'Numeral'}, {'input': 'birdir', 'root': 'bir', 'type': 'Numeral'}, {'input': 'dedim', 'root': 'demek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dileklerim, kabül olsun.","[{'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'olsun', 'root': 'olmak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Daim Allah,Kerim Allah,","[{'input': 'Daim', 'root': 'daim', 'type': 'Adjective'}, {'input': 'Daim', 'root': 'daim', 'type': 'Adverb'}, {'input': 'Daim', 'root': 'Daim', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Kerim', 'root': 'kerim', 'type': 'Adjective'}, {'input': 'Kerim', 'root': 'ker', 'type': 'Noun'}, {'input': 'Kerim', 'root': 'Keri', 'type': 'Noun'}, {'input': 'Kerim', 'root': 'ker', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Allahüekber,Amentübillah,","[{'input': 'Allahüekber', 'root': 'Allahüekber', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Şöl ilah bade içtim,","[{'input': 'ilah', 'root': 'ilâh', 'type': 'Noun'}, {'input': 'ilah', 'root': 'İlah', 'type': 'Noun'}, {'input': 'bade', 'root': 'bade', 'type': 'Noun'}, {'input': 'bade', 'root': 'Bade', 'type': 'Noun'}, {'input': 'içtim', 'root': 'içmek', 'type': 'Verb'}, {'input': 'içtim', 'root': 'iç', 'type': 'Adjective'}, {'input': 'içtim', 'root': 'iç', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"İçip kendimden geçtim,","[{'input': 'İçip', 'root': 'içmek', 'type': 'Verb'}, {'input': 'kendimden', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'geçtim', 'root': 'geçmek', 'type': 'Verb'}, {'input': 'geçtim', 'root': 'Geçti', 'type': 'Noun'}, {'input': 'geçtim', 'root': 'geç', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dua ekip,rahmet biçtim,","[{'input': 'Dua', 'root': 'dua', 'type': 'Noun'}, {'input': 'ekip', 'root': 'ekmek', 'type': 'Verb'}, {'input': 'ekip', 'root': 'ekip', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'rahmet', 'root': 'rahmet', 'type': 'Noun'}, {'input': 'rahmet', 'root': 'Rahmet', 'type': 'Noun'}, {'input': 'biçtim', 'root': 'biçmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Dileklerim,kabül olsun.","[{'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'dilek', 'type': 'Noun'}, {'input': 'Dileklerim', 'root': 'Dilek', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'olsun', 'root': 'olmak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Daim Allah,Kerim Allah,","[{'input': 'Daim', 'root': 'daim', 'type': 'Adjective'}, {'input': 'Daim', 'root': 'daim', 'type': 'Adverb'}, {'input': 'Daim', 'root': 'Daim', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'Kerim', 'root': 'kerim', 'type': 'Adjective'}, {'input': 'Kerim', 'root': 'ker', 'type': 'Noun'}, {'input': 'Kerim', 'root': 'Keri', 'type': 'Noun'}, {'input': 'Kerim', 'root': 'ker', 'type': 'Noun'}, {'input': 'Allah', 'root': 'Allah', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Allahüekber,Amentübillah,","[{'input': 'Allahüekber', 'root': 'Allahüekber', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Ariflerden,ibret aldım,","[{'input': 'Ariflerden', 'root': 'arif', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ibret', 'root': 'ibret', 'type': 'Adjective'}, {'input': 'ibret', 'root': 'İbret', 'type': 'Noun'}, {'input': 'ibret', 'root': 'ibret', 'type': 'Noun'}, {'input': 'aldım', 'root': 'almak', 'type': 'Verb'}, {'input': 'aldım', 'root': 'al', 'type': 'Adjective'}, {'input': 'aldım', 'root': 'Al', 'type': 'Noun'}, {'input': 'aldım', 'root': 'al', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Kevser havuzuna,daldım,","[{'input': 'Kevser', 'root': 'Kevser', 'type': 'Noun'}, {'input': 'havuzuna', 'root': 'havuz', 'type': 'Noun'}, {'input': 'havuzuna', 'root': 'havuz', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'daldım', 'root': 'dalmak', 'type': 'Verb'}, {'input': 'daldım', 'root': 'dal', 'type': 'Adjective'}, {'input': 'daldım', 'root': 'dal', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
