original_line,processed
Söyle bunları Hayatım bunca gözyaşı yeter,"[{'input': 'Söyle', 'root': 'söylemek', 'type': 'Verb'}, {'input': 'Söyle', 'root': 'Sö', 'type': 'Noun'}, {'input': 'bunları', 'root': 'bu', 'type': 'Pronoun'}, {'input': 'bunları', 'root': 'bun', 'type': 'Noun'}, {'input': 'bunları', 'root': 'bun', 'type': 'Noun'}, {'input': 'bunları', 'root': 'bun', 'type': 'Noun'}, {'input': 'bunları', 'root': 'bun', 'type': 'Noun'}, {'input': 'Hayatım', 'root': 'hayat', 'type': 'Noun'}, {'input': 'Hayatım', 'root': 'hayat', 'type': 'Noun'}, {'input': 'bunca', 'root': 'bunca', 'type': 'Adjective'}, {'input': 'bunca', 'root': 'bunca', 'type': 'Adverb'}, {'input': 'bunca', 'root': 'bun', 'type': 'Noun'}, {'input': 'gözyaşı', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'gözyaşı', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'yeter', 'root': 'yeter', 'type': 'Adjective'}, {'input': 'yeter', 'root': 'yetmek', 'type': 'Verb'}, {'input': 'yeter', 'root': 'yetmek', 'type': 'Verb'}]"
Mutlu aşk yoktur,"[{'input': 'Mutlu', 'root': 'mutlu', 'type': 'Adjective'}, {'input': 'Mutlu', 'root': 'Mut', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}]"
Güzel aşkım tatlı aşkım kanayan yaram benim,"[{'input': 'Güzel', 'root': 'güzel', 'type': 'Adjective'}, {'input': 'Güzel', 'root': 'güzel', 'type': 'Adverb'}, {'input': 'Güzel', 'root': 'güzel', 'type': 'Noun'}, {'input': 'aşkım', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkım', 'root': 'aşk', 'type': 'Noun'}, {'input': 'tatlı', 'root': 'tatlı', 'type': 'Adjective'}, {'input': 'tatlı', 'root': 'tatlı', 'type': 'Adverb'}, {'input': 'tatlı', 'root': 'tatlı', 'type': 'Noun'}, {'input': 'tatlı', 'root': 'Tat', 'type': 'Noun'}, {'input': 'tatlı', 'root': 'tat', 'type': 'Noun'}, {'input': 'aşkım', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkım', 'root': 'aşk', 'type': 'Noun'}, {'input': 'kanayan', 'root': 'kanamak', 'type': 'Verb'}, {'input': 'yaram', 'root': 'yara', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}, {'input': 'benim', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'benim', 'root': 'ben', 'type': 'Noun'}]"
İçimde taşırım seni yaralı kuş,"[{'input': 'İçimde', 'root': 'iç', 'type': 'Noun'}, {'input': 'İçimde', 'root': 'içim', 'type': 'Noun'}, {'input': 'İçimde', 'root': 'iç', 'type': 'Adjective'}, {'input': 'İçimde', 'root': 'içim', 'type': 'Adjective'}, {'input': 'taşırım', 'root': 'taşımak', 'type': 'Verb'}, {'input': 'seni', 'root': 'se', 'type': 'Noun'}, {'input': 'seni', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'yaralı', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'yaralı', 'root': 'yara', 'type': 'Noun'}, {'input': 'kuş', 'root': 'kuş', 'type': 'Noun'}]"
bilmeden izler geçiyorken bizleri,"[{'input': 'bilmeden', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bilmeden', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'izler', 'root': 'izlemek', 'type': 'Verb'}, {'input': 'izler', 'root': 'izlemek', 'type': 'Verb'}, {'input': 'izler', 'root': 'iz', 'type': 'Noun'}, {'input': 'izler', 'root': 'iz', 'type': 'Noun'}, {'input': 'geçiyorken', 'root': 'geçmek', 'type': 'Verb'}, {'input': 'bizleri', 'root': 'biz', 'type': 'Pronoun'}, {'input': 'bizleri', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizleri', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizleri', 'root': 'biz', 'type': 'Noun'}, {'input': 'bizleri', 'root': 'biz', 'type': 'Noun'}]"
Ardımdan tekrarlayıp ördüğüm sözcükleri,"[{'input': 'Ardımdan', 'root': 'art', 'type': 'Noun'}, {'input': 'Ardımdan', 'root': 'art', 'type': 'Adjective'}, {'input': 'tekrarlayıp', 'root': 'tekrarlamak', 'type': 'Verb'}, {'input': 'ördüğüm', 'root': 'örmek', 'type': 'Verb'}, {'input': 'ördüğüm', 'root': 'örmek', 'type': 'Verb'}, {'input': 'sözcükleri', 'root': 'sözcük', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'sözcük', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'sözcük', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'sözcük', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'söz', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'söz', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'söz', 'type': 'Noun'}, {'input': 'sözcükleri', 'root': 'söz', 'type': 'Noun'}]"
hemen can verdiler iri gözlerin,"[{'input': 'hemen', 'root': 'hemen', 'type': 'Adjective'}, {'input': 'hemen', 'root': 'hemen', 'type': 'Adverb'}, {'input': 'can', 'root': 'can', 'type': 'Adjective'}, {'input': 'can', 'root': 'Can', 'type': 'Noun'}, {'input': 'can', 'root': 'can', 'type': 'Noun'}, {'input': 'verdiler', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdiler', 'root': 'verdi', 'type': 'Noun'}, {'input': 'verdiler', 'root': 'Verdi', 'type': 'Noun'}, {'input': 'verdiler', 'root': 'verdi', 'type': 'Noun'}, {'input': 'verdiler', 'root': 'Verdi', 'type': 'Noun'}, {'input': 'iri', 'root': 'iri', 'type': 'Adjective'}, {'input': 'gözlerin', 'root': 'göz', 'type': 'Noun'}, {'input': 'gözlerin', 'root': 'göz', 'type': 'Noun'}]"
Mutlu aşk yoktur,"[{'input': 'Mutlu', 'root': 'mutlu', 'type': 'Adjective'}, {'input': 'Mutlu', 'root': 'Mut', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}]"
Vakit geç artık hayatı öğrenmeye,"[{'input': 'Vakit', 'root': 'vakit', 'type': 'Noun'}, {'input': 'Vakit', 'root': 'Vakit', 'type': 'Noun'}, {'input': 'geç', 'root': 'geç', 'type': 'Adjective'}, {'input': 'geç', 'root': 'geç', 'type': 'Adverb'}, {'input': 'geç', 'root': 'geçmek', 'type': 'Verb'}, {'input': 'artık', 'root': 'artık', 'type': 'Adjective'}, {'input': 'artık', 'root': 'artık', 'type': 'Adverb'}, {'input': 'artık', 'root': 'artık', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'hayatı', 'root': 'hayat', 'type': 'Noun'}, {'input': 'öğrenmeye', 'root': 'öğrenmek', 'type': 'Verb'}, {'input': 'öğrenmeye', 'root': 'öğrenmek', 'type': 'Verb'}]"
Yüreklerimiz birlikte ağlasın sabaha dek,"[{'input': 'Yüreklerimiz', 'root': 'Yürek', 'type': 'Noun'}, {'input': 'Yüreklerimiz', 'root': 'yürek', 'type': 'Noun'}, {'input': 'birlikte', 'root': 'birlikte', 'type': 'PostPositive'}, {'input': 'birlikte', 'root': 'birlikte', 'type': 'Adverb'}, {'input': 'birlikte', 'root': 'Birlik', 'type': 'Noun'}, {'input': 'birlikte', 'root': 'birlik', 'type': 'Noun'}, {'input': 'birlikte', 'root': 'bir', 'type': 'Adjective'}, {'input': 'birlikte', 'root': 'bir', 'type': 'Numeral'}, {'input': 'birlikte', 'root': 'birlik', 'type': 'Adjective'}, {'input': 'birlikte', 'root': 'bir', 'type': 'Numeral'}, {'input': 'ağlasın', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'ağlasın', 'root': 'ağ', 'type': 'Noun'}, {'input': 'sabaha', 'root': 'sabaha', 'type': 'Adverb'}, {'input': 'sabaha', 'root': 'sabah', 'type': 'Noun'}, {'input': 'sabaha', 'root': 'Sabah', 'type': 'Noun'}, {'input': 'dek', 'root': 'dek', 'type': 'PostPositive'}, {'input': 'dek', 'root': 'dek', 'type': 'Noun'}]"
En küçük şarkı nice mutsuzluk gerek,"[{'input': 'En', 'root': 'en', 'type': 'Adverb'}, {'input': 'En', 'root': 'en', 'type': 'Noun'}, {'input': 'küçük', 'root': 'küçük', 'type': 'Adjective'}, {'input': 'küçük', 'root': 'Küçük', 'type': 'Noun'}, {'input': 'küçük', 'root': 'küçük', 'type': 'Noun'}, {'input': 'şarkı', 'root': 'Şark', 'type': 'Noun'}, {'input': 'şarkı', 'root': 'Şark', 'type': 'Noun'}, {'input': 'şarkı', 'root': 'şark', 'type': 'Noun'}, {'input': 'şarkı', 'root': 'şark', 'type': 'Noun'}, {'input': 'şarkı', 'root': 'şarkı', 'type': 'Noun'}, {'input': 'nice', 'root': 'nice', 'type': 'Adjective'}, {'input': 'nice', 'root': 'nice', 'type': 'Adverb'}, {'input': 'nice', 'root': 'Ni', 'type': 'Noun'}, {'input': 'mutsuzluk', 'root': 'mutsuz', 'type': 'Adjective'}, {'input': 'mutsuzluk', 'root': 'Mut', 'type': 'Noun'}, {'input': 'gerek', 'root': 'gerek', 'type': 'Adjective'}, {'input': 'gerek', 'root': 'gerekmek', 'type': 'Verb'}, {'input': 'gerek', 'root': 'gerek', 'type': 'Noun'}]"
ürperişi nice pişmanlıkla ödemek,"[{'input': 'ürperişi', 'root': 'ürpermek', 'type': 'Verb'}, {'input': 'ürperişi', 'root': 'ürpermek', 'type': 'Verb'}, {'input': 'nice', 'root': 'nice', 'type': 'Adjective'}, {'input': 'nice', 'root': 'nice', 'type': 'Adverb'}, {'input': 'nice', 'root': 'Ni', 'type': 'Noun'}, {'input': 'pişmanlıkla', 'root': 'pişman', 'type': 'Adjective'}, {'input': 'ödemek', 'root': 'ödemek', 'type': 'Verb'}]"
Nice hıçkırık gerek gitar ezgisine,"[{'input': 'Nice', 'root': 'nice', 'type': 'Adjective'}, {'input': 'Nice', 'root': 'nice', 'type': 'Adverb'}, {'input': 'Nice', 'root': 'Ni', 'type': 'Noun'}, {'input': 'hıçkırık', 'root': 'hıçkırık', 'type': 'Noun'}, {'input': 'gerek', 'root': 'gerek', 'type': 'Adjective'}, {'input': 'gerek', 'root': 'gerekmek', 'type': 'Verb'}, {'input': 'gerek', 'root': 'gerek', 'type': 'Noun'}, {'input': 'gitar', 'root': 'gitar', 'type': 'Noun'}, {'input': 'ezgisine', 'root': 'Ezgi', 'type': 'Noun'}, {'input': 'ezgisine', 'root': 'ezgi', 'type': 'Noun'}]"
Mutlu aşk yoktur,"[{'input': 'Mutlu', 'root': 'mutlu', 'type': 'Adjective'}, {'input': 'Mutlu', 'root': 'Mut', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}]"
tek aşk yoktur acıya garketmesin,"[{'input': 'tek', 'root': 'tek', 'type': 'Adverb'}, {'input': 'tek', 'root': 'tek', 'type': 'Adjective'}, {'input': 'tek', 'root': 'tek', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}, {'input': 'acıya', 'root': 'acımak', 'type': 'Verb'}, {'input': 'acıya', 'root': 'acı', 'type': 'Noun'}, {'input': 'acıya', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acıya', 'root': 'A', 'type': 'Noun'}, {'input': 'garketmesin', 'root': 'garketmek', 'type': 'Verb'}]"
tek aşk yoktur kalpte açmasın yara,"[{'input': 'tek', 'root': 'tek', 'type': 'Adverb'}, {'input': 'tek', 'root': 'tek', 'type': 'Adjective'}, {'input': 'tek', 'root': 'tek', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}, {'input': 'kalpte', 'root': 'kalp', 'type': 'Noun'}, {'input': 'açmasın', 'root': 'açmak', 'type': 'Verb'}, {'input': 'açmasın', 'root': 'açma', 'type': 'Noun'}, {'input': 'yara', 'root': 'yarmak', 'type': 'Verb'}, {'input': 'yara', 'root': 'yaramak', 'type': 'Verb'}, {'input': 'yara', 'root': 'yar', 'type': 'Noun'}, {'input': 'yara', 'root': 'yara', 'type': 'Noun'}]"
tek aşk yoktur iz bırakmasın insanda,"[{'input': 'tek', 'root': 'tek', 'type': 'Adverb'}, {'input': 'tek', 'root': 'tek', 'type': 'Adjective'}, {'input': 'tek', 'root': 'tek', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}, {'input': 'iz', 'root': 'iz', 'type': 'Noun'}, {'input': 'bırakmasın', 'root': 'bırakmak', 'type': 'Verb'}, {'input': 'insanda', 'root': 'İnsa', 'type': 'Noun'}, {'input': 'insanda', 'root': 'insan', 'type': 'Noun'}, {'input': 'insanda', 'root': 'insan', 'type': 'Adjective'}]"
senden daha fazla değil vatan aşkı,"[{'input': 'senden', 'root': 'se', 'type': 'Noun'}, {'input': 'senden', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'daha', 'root': 'daha', 'type': 'Adverb'}, {'input': 'daha', 'root': 'daha', 'type': 'Noun'}, {'input': 'fazla', 'root': 'fazla', 'type': 'Adjective'}, {'input': 'fazla', 'root': 'fazla', 'type': 'Adverb'}, {'input': 'fazla', 'root': 'fazla', 'type': 'PostPositive'}, {'input': 'fazla', 'root': 'faz', 'type': 'Noun'}, {'input': 'değil', 'root': 'değil', 'type': 'Conjunction'}, {'input': 'değil', 'root': 'değil', 'type': 'Verb'}, {'input': 'değil', 'root': 'değmek', 'type': 'Verb'}, {'input': 'vatan', 'root': 'vatan', 'type': 'Noun'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}]"
tek aşk yok yaşayan gözyaşı dökmeksizin,"[{'input': 'tek', 'root': 'tek', 'type': 'Adverb'}, {'input': 'tek', 'root': 'tek', 'type': 'Adjective'}, {'input': 'tek', 'root': 'tek', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yok', 'root': 'yok', 'type': 'Conjunction'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Adverb'}, {'input': 'yok', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yok', 'root': 'yok', 'type': 'Noun'}, {'input': 'yaşayan', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'gözyaşı', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'gözyaşı', 'root': 'gözyaşı', 'type': 'Noun'}, {'input': 'dökmeksizin', 'root': 'dökmek', 'type': 'Verb'}]"
Mutlu aşk yoktur,"[{'input': 'Mutlu', 'root': 'mutlu', 'type': 'Adjective'}, {'input': 'Mutlu', 'root': 'Mut', 'type': 'Noun'}, {'input': 'aşk', 'root': 'aşk', 'type': 'Noun'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Adjective'}, {'input': 'yoktur', 'root': 'yok', 'type': 'Noun'}]"
Böyledir ikimizin aşkı,"[{'input': 'Böyledir', 'root': 'böyle', 'type': 'Adjective'}, {'input': 'Böyledir', 'root': 'böyle', 'type': 'Adverb'}, {'input': 'ikimizin', 'root': 'iki', 'type': 'Numeral'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}, {'input': 'aşkı', 'root': 'aşk', 'type': 'Noun'}]"
uzaklardaydın ey kalbim,"[{'input': 'uzaklardaydın', 'root': 'Uzak', 'type': 'Noun'}, {'input': 'uzaklardaydın', 'root': 'uzak', 'type': 'Noun'}, {'input': 'uzaklardaydın', 'root': 'uzak', 'type': 'Adjective'}, {'input': 'ey', 'root': 'ey', 'type': 'Interjection'}, {'input': 'kalbim', 'root': 'kalp', 'type': 'Noun'}, {'input': 'kalbim', 'root': 'kalbî', 'type': 'Adjective'}, {'input': 'kalbim', 'root': 'kalp', 'type': 'Noun'}]"
"Uzaklardaydın, sevdiğim uzaklardaydı","[{'input': 'Uzaklardaydın', 'root': 'Uzak', 'type': 'Noun'}, {'input': 'Uzaklardaydın', 'root': 'uzak', 'type': 'Noun'}, {'input': 'Uzaklardaydın', 'root': 'uzak', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'sevdiğim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'sevdiğim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'uzaklardaydı', 'root': 'Uzak', 'type': 'Noun'}, {'input': 'uzaklardaydı', 'root': 'uzak', 'type': 'Noun'}, {'input': 'uzaklardaydı', 'root': 'uzak', 'type': 'Adjective'}]"
Ayın yıldızların çağlayarak,"[{'input': 'Ayın', 'root': 'aymak', 'type': 'Verb'}, {'input': 'Ayın', 'root': 'Ay', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'Ay', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'ay', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'ay', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'ay', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'ay', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'ayı', 'type': 'Noun'}, {'input': 'Ayın', 'root': 'ayın', 'type': 'Noun'}, {'input': 'yıldızların', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızların', 'root': 'yıldız', 'type': 'Noun'}, {'input': 'yıldızların', 'root': 'yıldız', 'type': 'Adjective'}, {'input': 'yıldızların', 'root': 'yıldız', 'type': 'Adjective'}, {'input': 'çağlayarak', 'root': 'çağlamak', 'type': 'Verb'}]"
Berrak şelaler yaparak,"[{'input': 'Berrak', 'root': 'berrak', 'type': 'Adjective'}, {'input': 'Berrak', 'root': 'Berrak', 'type': 'Noun'}, {'input': 'yaparak', 'root': 'yapmak', 'type': 'Verb'}]"
