original_line,processed
gençken renkli cepken sevgilim,"[{'input': 'gençken', 'root': 'genç', 'type': 'Adjective'}, {'input': 'gençken', 'root': 'genç', 'type': 'Noun'}, {'input': 'gençken', 'root': 'Genç', 'type': 'Noun'}, {'input': 'renkli', 'root': 'renk', 'type': 'Noun'}, {'input': 'cepken', 'root': 'cepken', 'type': 'Noun'}, {'input': 'cepken', 'root': 'cep', 'type': 'Noun'}, {'input': 'sevgilim', 'root': 'sevgili', 'type': 'Noun'}, {'input': 'sevgilim', 'root': 'Sevgilim', 'type': 'Noun'}, {'input': 'sevgilim', 'root': 'sevgili', 'type': 'Adjective'}, {'input': 'sevgilim', 'root': 'sevgi', 'type': 'Noun'}]"
önüne çıkan ata binme,"[{'input': 'önüne', 'root': 'ön', 'type': 'Noun'}, {'input': 'önüne', 'root': 'ön', 'type': 'Noun'}, {'input': 'önüne', 'root': 'ön', 'type': 'Adjective'}, {'input': 'önüne', 'root': 'ön', 'type': 'Adjective'}, {'input': 'çıkan', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'ata', 'root': 'atmak', 'type': 'Verb'}, {'input': 'ata', 'root': 'atamak', 'type': 'Verb'}, {'input': 'ata', 'root': 'At', 'type': 'Noun'}, {'input': 'ata', 'root': 'at', 'type': 'Noun'}, {'input': 'ata', 'root': 'ata', 'type': 'Noun'}, {'input': 'binme', 'root': 'binmek', 'type': 'Verb'}, {'input': 'binme', 'root': 'binmek', 'type': 'Verb'}]"
doğudan gelen kimsesiz tekne,"[{'input': 'doğudan', 'root': 'Doğu', 'type': 'Noun'}, {'input': 'doğudan', 'root': 'doğu', 'type': 'Noun'}, {'input': 'doğudan', 'root': 'Doğu', 'type': 'Adjective'}, {'input': 'doğudan', 'root': 'doğu', 'type': 'Adjective'}, {'input': 'gelen', 'root': 'gelen', 'type': 'Adjective'}, {'input': 'gelen', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelen', 'root': 'gele', 'type': 'Noun'}, {'input': 'gelen', 'root': 'ge', 'type': 'Noun'}, {'input': 'kimsesiz', 'root': 'kimse', 'type': 'Noun'}, {'input': 'kimsesiz', 'root': 'kimse', 'type': 'Pronoun'}, {'input': 'tekne', 'root': 'tekne', 'type': 'Noun'}]"
ona hüzün demeyi artık öğrendin,"[{'input': 'ona', 'root': 'onmak', 'type': 'Verb'}, {'input': 'ona', 'root': 'onamak', 'type': 'Verb'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Adjective'}, {'input': 'ona', 'root': 'on', 'type': 'Numeral'}, {'input': 'hüzün', 'root': 'hüzün', 'type': 'Noun'}, {'input': 'demeyi', 'root': 'deme', 'type': 'Noun'}, {'input': 'demeyi', 'root': 'demek', 'type': 'Verb'}, {'input': 'artık', 'root': 'artık', 'type': 'Adjective'}, {'input': 'artık', 'root': 'artık', 'type': 'Adverb'}, {'input': 'artık', 'root': 'artık', 'type': 'Noun'}, {'input': 'öğrendin', 'root': 'öğrenmek', 'type': 'Verb'}]"
kuzeyden gelen çift bıçaklı sevinç,"[{'input': 'kuzeyden', 'root': 'kuzey', 'type': 'Noun'}, {'input': 'kuzeyden', 'root': 'kuzey', 'type': 'Adjective'}, {'input': 'gelen', 'root': 'gelen', 'type': 'Adjective'}, {'input': 'gelen', 'root': 'gelmek', 'type': 'Verb'}, {'input': 'gelen', 'root': 'gele', 'type': 'Noun'}, {'input': 'gelen', 'root': 'ge', 'type': 'Noun'}, {'input': 'çift', 'root': 'çift', 'type': 'Adjective'}, {'input': 'çift', 'root': 'çift', 'type': 'Noun'}, {'input': 'bıçaklı', 'root': 'bıçak', 'type': 'Noun'}, {'input': 'sevinç', 'root': 'Sevinç', 'type': 'Noun'}, {'input': 'sevinç', 'root': 'sevinç', 'type': 'Noun'}]"
karıştırma daha fazla otları,"[{'input': 'karıştırma', 'root': 'karışmak', 'type': 'Verb'}, {'input': 'karıştırma', 'root': 'karışmak', 'type': 'Verb'}, {'input': 'daha', 'root': 'daha', 'type': 'Adverb'}, {'input': 'daha', 'root': 'daha', 'type': 'Noun'}, {'input': 'fazla', 'root': 'fazla', 'type': 'Adjective'}, {'input': 'fazla', 'root': 'fazla', 'type': 'Adverb'}, {'input': 'fazla', 'root': 'fazla', 'type': 'PostPositive'}, {'input': 'fazla', 'root': 'faz', 'type': 'Noun'}, {'input': 'otları', 'root': 'ot', 'type': 'Noun'}, {'input': 'otları', 'root': 'ot', 'type': 'Noun'}, {'input': 'otları', 'root': 'ot', 'type': 'Noun'}, {'input': 'otları', 'root': 'ot', 'type': 'Noun'}, {'input': 'otları', 'root': 'ot', 'type': 'Adjective'}, {'input': 'otları', 'root': 'ot', 'type': 'Adjective'}, {'input': 'otları', 'root': 'ot', 'type': 'Adjective'}, {'input': 'otları', 'root': 'ot', 'type': 'Adjective'}]"
bak öğle güneşi,"[{'input': 'bak', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'öğle', 'root': 'öğle', 'type': 'Noun'}, {'input': 'güneşi', 'root': 'Güneş', 'type': 'Noun'}, {'input': 'güneşi', 'root': 'Güneş', 'type': 'Noun'}, {'input': 'güneşi', 'root': 'güneş', 'type': 'Noun'}, {'input': 'güneşi', 'root': 'güneş', 'type': 'Noun'}]"
şapkanı indir,"[{'input': 'şapkanı', 'root': 'şapka', 'type': 'Noun'}, {'input': 'indir', 'root': 'indirmek', 'type': 'Verb'}, {'input': 'indir', 'root': 'inmek', 'type': 'Verb'}, {'input': 'indir', 'root': 'in', 'type': 'Noun'}]"
karıştırma sevgi....................,"[{'input': 'karıştırma', 'root': 'karışmak', 'type': 'Verb'}, {'input': 'karıştırma', 'root': 'karışmak', 'type': 'Verb'}, {'input': 'sevgi', 'root': 'sevgi', 'type': 'Noun'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '...', 'root': '...', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"an sevinç duyarken, korkuyorum sonra hemen,","[{'input': 'an', 'root': 'anmak', 'type': 'Verb'}, {'input': 'an', 'root': 'an', 'type': 'Noun'}, {'input': 'sevinç', 'root': 'Sevinç', 'type': 'Noun'}, {'input': 'sevinç', 'root': 'sevinç', 'type': 'Noun'}, {'input': 'duyarken', 'root': 'duymak', 'type': 'Verb'}, {'input': 'duyarken', 'root': 'duyar', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'korkuyorum', 'root': 'korkmak', 'type': 'Verb'}, {'input': 'sonra', 'root': 'sonra', 'type': 'Adverb'}, {'input': 'sonra', 'root': 'sonra', 'type': 'PostPositive'}, {'input': 'sonra', 'root': 'sonra', 'type': 'Noun'}, {'input': 'hemen', 'root': 'hemen', 'type': 'Adjective'}, {'input': 'hemen', 'root': 'hemen', 'type': 'Adverb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
Haydut yıllar çalar götürür diye hazinemi;,"[{'input': 'Haydut', 'root': 'haydut', 'type': 'Noun'}, {'input': 'yıllar', 'root': 'yıllamak', 'type': 'Verb'}, {'input': 'yıllar', 'root': 'yıllamak', 'type': 'Verb'}, {'input': 'yıllar', 'root': 'yıl', 'type': 'Noun'}, {'input': 'yıllar', 'root': 'yıl', 'type': 'Noun'}, {'input': 'çalar', 'root': 'çalmak', 'type': 'Verb'}, {'input': 'çalar', 'root': 'çalmak', 'type': 'Verb'}, {'input': 'çalar', 'root': 'çalarmak', 'type': 'Verb'}, {'input': 'çalar', 'root': 'çalar', 'type': 'Noun'}, {'input': 'götürür', 'root': 'götürmek', 'type': 'Verb'}, {'input': 'götürür', 'root': 'götürmek', 'type': 'Verb'}, {'input': 'diye', 'root': 'diye', 'type': 'PostPositive'}, {'input': 'diye', 'root': 'demek', 'type': 'Verb'}, {'input': 'hazinemi', 'root': 'hazine', 'type': 'Noun'}, {'input': ';', 'root': ';', 'type': 'Punctuation'}]"
"an, başbaşa kalmaktan öte şey istemezken,","[{'input': 'an', 'root': 'anmak', 'type': 'Verb'}, {'input': 'an', 'root': 'an', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'başbaşa', 'root': 'başbaşa', 'type': 'Adverb'}, {'input': 'kalmaktan', 'root': 'kalmak', 'type': 'Verb'}, {'input': 'öte', 'root': 'öte', 'type': 'PostPositive'}, {'input': 'öte', 'root': 'ötmek', 'type': 'Verb'}, {'input': 'öte', 'root': 'öte', 'type': 'Noun'}, {'input': 'öte', 'root': 'öte', 'type': 'Noun'}, {'input': 'şey', 'root': 'şey', 'type': 'Noun'}, {'input': 'istemezken', 'root': 'istemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Sonra diyorum ki, alem niye görmesin sevincimi?","[{'input': 'Sonra', 'root': 'sonra', 'type': 'Adverb'}, {'input': 'Sonra', 'root': 'sonra', 'type': 'PostPositive'}, {'input': 'Sonra', 'root': 'sonra', 'type': 'Noun'}, {'input': 'diyorum', 'root': 'demek', 'type': 'Verb'}, {'input': 'ki', 'root': 'ki', 'type': 'Conjunction'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'alem', 'root': 'âlem', 'type': 'Noun'}, {'input': 'alem', 'root': 'alem', 'type': 'Noun'}, {'input': 'niye', 'root': 'niye', 'type': 'Adverb'}, {'input': 'niye', 'root': 'Ni', 'type': 'Noun'}, {'input': 'görmesin', 'root': 'görmek', 'type': 'Verb'}, {'input': 'sevincimi', 'root': 'sevinç', 'type': 'Noun'}, {'input': '?', 'root': '?', 'type': 'Punctuation'}]"
"Bazan, sana baka baka kendime çektiğim ziyafetle,","[{'input': 'Bazan', 'root': 'bazan', 'type': 'Adverb'}, {'input': 'Bazan', 'root': 'baza', 'type': 'Noun'}, {'input': 'Bazan', 'root': 'Bazan', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'sana', 'root': 'sanmak', 'type': 'Verb'}, {'input': 'sana', 'root': 'san', 'type': 'Noun'}, {'input': 'sana', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'sana', 'root': 'Sana', 'type': 'Noun'}, {'input': 'baka', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'baka', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'kendime', 'root': 'kendi', 'type': 'Pronoun'}, {'input': 'çektiğim', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektiğim', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'ziyafetle', 'root': 'ziyafet', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Doydum sanırken, bakışın açlığıyla ölüyorum sonra,","[{'input': 'Doydum', 'root': 'doymak', 'type': 'Verb'}, {'input': 'Doydum', 'root': 'do', 'type': 'Noun'}, {'input': 'sanırken', 'root': 'sanmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'bakışın', 'root': 'bakış', 'type': 'Noun'}, {'input': 'bakışın', 'root': 'bakış', 'type': 'Noun'}, {'input': 'bakışın', 'root': 'bakışmak', 'type': 'Verb'}, {'input': 'bakışın', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'bakışın', 'root': 'bakmak', 'type': 'Verb'}, {'input': 'açlığıyla', 'root': 'açlık', 'type': 'Noun'}, {'input': 'açlığıyla', 'root': 'aç', 'type': 'Adjective'}, {'input': 'ölüyorum', 'root': 'ölmek', 'type': 'Verb'}, {'input': 'sonra', 'root': 'sonra', 'type': 'Adverb'}, {'input': 'sonra', 'root': 'sonra', 'type': 'PostPositive'}, {'input': 'sonra', 'root': 'sonra', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"Senin bana verdiğin verebileceğinden öte,","[{'input': 'Senin', 'root': 'Se', 'type': 'Noun'}, {'input': 'Senin', 'root': 'se', 'type': 'Noun'}, {'input': 'Senin', 'root': 'se', 'type': 'Noun'}, {'input': 'Senin', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'bana', 'root': 'banmak', 'type': 'Verb'}, {'input': 'bana', 'root': 'Ba', 'type': 'Noun'}, {'input': 'bana', 'root': 'ban', 'type': 'Noun'}, {'input': 'bana', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'verdiğin', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdiğin', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdiğin', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verebileceğinden', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verebileceğinden', 'root': 'vermek', 'type': 'Verb'}, {'input': 'öte', 'root': 'öte', 'type': 'PostPositive'}, {'input': 'öte', 'root': 'ötmek', 'type': 'Verb'}, {'input': 'öte', 'root': 'öte', 'type': 'Noun'}, {'input': 'öte', 'root': 'öte', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}]"
"şeyden zevk alıyorum, çabalıyorum almaya.","[{'input': 'şeyden', 'root': 'şey', 'type': 'Noun'}, {'input': 'zevk', 'root': 'zevk', 'type': 'Noun'}, {'input': 'alıyorum', 'root': 'almak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'çabalıyorum', 'root': 'çabalamak', 'type': 'Verb'}, {'input': 'almaya', 'root': 'almak', 'type': 'Verb'}, {'input': 'almaya', 'root': 'almak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"İşte böyle, gün açlıktan ölüyor, tıkanıyorum;","[{'input': 'İşte', 'root': 'işte', 'type': 'Adverb'}, {'input': 'İşte', 'root': 'iş', 'type': 'Noun'}, {'input': 'böyle', 'root': 'böyle', 'type': 'Adjective'}, {'input': 'böyle', 'root': 'böyle', 'type': 'Adverb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'gün', 'root': 'gün', 'type': 'Noun'}, {'input': 'açlıktan', 'root': 'açlık', 'type': 'Noun'}, {'input': 'açlıktan', 'root': 'aç', 'type': 'Adjective'}, {'input': 'ölüyor', 'root': 'ölmek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'tıkanıyorum', 'root': 'tıkamak', 'type': 'Verb'}, {'input': ';', 'root': ';', 'type': 'Punctuation'}]"
"oburca şeyi yiyorum, hiçbir şeye dokunmuyorum.","[{'input': 'oburca', 'root': 'obur', 'type': 'Adjective'}, {'input': 'oburca', 'root': 'obur', 'type': 'Adjective'}, {'input': 'şeyi', 'root': 'Şe', 'type': 'Noun'}, {'input': 'şeyi', 'root': 'şe', 'type': 'Noun'}, {'input': 'şeyi', 'root': 'şey', 'type': 'Noun'}, {'input': 'şeyi', 'root': 'şey', 'type': 'Noun'}, {'input': 'yiyorum', 'root': 'yemek', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'hiçbir', 'root': 'hiçbir', 'type': 'Determiner'}, {'input': 'şeye', 'root': 'Şe', 'type': 'Noun'}, {'input': 'şeye', 'root': 'şe', 'type': 'Noun'}, {'input': 'şeye', 'root': 'şey', 'type': 'Noun'}, {'input': 'dokunmuyorum', 'root': 'dokunmak', 'type': 'Verb'}, {'input': 'dokunmuyorum', 'root': 'dokumak', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Duyumsadığın şeye,"[{'input': 'Duyumsadığın', 'root': 'duyumsamak', 'type': 'Verb'}, {'input': 'Duyumsadığın', 'root': 'duyumsamak', 'type': 'Verb'}, {'input': 'Duyumsadığın', 'root': 'duyumsamak', 'type': 'Verb'}, {'input': 'şeye', 'root': 'Şe', 'type': 'Noun'}, {'input': 'şeye', 'root': 'şe', 'type': 'Noun'}, {'input': 'şeye', 'root': 'şey', 'type': 'Noun'}]"
En küçük önemi ver.,"[{'input': 'En', 'root': 'en', 'type': 'Adverb'}, {'input': 'En', 'root': 'en', 'type': 'Noun'}, {'input': 'küçük', 'root': 'küçük', 'type': 'Adjective'}, {'input': 'küçük', 'root': 'Küçük', 'type': 'Noun'}, {'input': 'küçük', 'root': 'küçük', 'type': 'Noun'}, {'input': 'önemi', 'root': 'önem', 'type': 'Noun'}, {'input': 'önemi', 'root': 'önem', 'type': 'Noun'}, {'input': 'ver', 'root': 'vermek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Söylemişti sensiz yaşayamayacağını,"[{'input': 'Söylemişti', 'root': 'söylemek', 'type': 'Verb'}, {'input': 'Söylemişti', 'root': 'söylemek', 'type': 'Verb'}, {'input': 'sensiz', 'root': 'sen', 'type': 'Pronoun'}, {'input': 'yaşayamayacağını', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'yaşayamayacağını', 'root': 'yaşamak', 'type': 'Verb'}]"
"Unutma bunu, yeniden rastlarsan ona","[{'input': 'Unutma', 'root': 'unutmak', 'type': 'Verb'}, {'input': 'Unutma', 'root': 'unutmak', 'type': 'Verb'}, {'input': 'bunu', 'root': 'bu', 'type': 'Pronoun'}, {'input': 'bunu', 'root': 'bun', 'type': 'Noun'}, {'input': 'bunu', 'root': 'bun', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yeniden', 'root': 'yeniden', 'type': 'Adverb'}, {'input': 'yeniden', 'root': 'yeni', 'type': 'Adjective'}, {'input': 'rastlarsan', 'root': 'rastlamak', 'type': 'Verb'}, {'input': 'rastlarsan', 'root': 'Rast', 'type': 'Noun'}, {'input': 'rastlarsan', 'root': 'rast', 'type': 'Noun'}, {'input': 'rastlarsan', 'root': 'rast', 'type': 'Adjective'}, {'input': 'ona', 'root': 'onmak', 'type': 'Verb'}, {'input': 'ona', 'root': 'onamak', 'type': 'Verb'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Pronoun'}, {'input': 'ona', 'root': 'o', 'type': 'Adjective'}, {'input': 'ona', 'root': 'on', 'type': 'Numeral'}]"
Tanıyacaktır seni.,"[{'input': 'Tanıyacaktır', 'root': 'tanımak', 'type': 'Verb'}, {'input': 'Tanıyacaktır', 'root': 'tanımak', 'type': 'Verb'}, {'input': 'seni', 'root': 'se', 'type': 'Noun'}, {'input': 'seni', 'root': 'sen', 'type': 'Pronoun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Bana iyilik yap, sevme beni","[{'input': 'Bana', 'root': 'banmak', 'type': 'Verb'}, {'input': 'Bana', 'root': 'Ba', 'type': 'Noun'}, {'input': 'Bana', 'root': 'ban', 'type': 'Noun'}, {'input': 'Bana', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'iyilik', 'root': 'iyi', 'type': 'Adjective'}, {'input': 'iyilik', 'root': 'iyi', 'type': 'Noun'}, {'input': 'yap', 'root': 'yapmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'sevme', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'sevme', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}]"
Son kez sevildiğimde,"[{'input': 'Son', 'root': 'son', 'type': 'Numeral'}, {'input': 'Son', 'root': 'son', 'type': 'Adjective'}, {'input': 'Son', 'root': 'son', 'type': 'Noun'}, {'input': 'kez', 'root': 'kez', 'type': 'Noun'}, {'input': 'sevildiğimde', 'root': 'sevmek', 'type': 'Verb'}]"
Duymamıştım en küçük sevinç bile.,"[{'input': 'Duymamıştım', 'root': 'duymak', 'type': 'Verb'}, {'input': 'Duymamıştım', 'root': 'duymak', 'type': 'Verb'}, {'input': 'en', 'root': 'en', 'type': 'Adverb'}, {'input': 'en', 'root': 'en', 'type': 'Noun'}, {'input': 'küçük', 'root': 'küçük', 'type': 'Adjective'}, {'input': 'küçük', 'root': 'Küçük', 'type': 'Noun'}, {'input': 'küçük', 'root': 'küçük', 'type': 'Noun'}, {'input': 'sevinç', 'root': 'Sevinç', 'type': 'Noun'}, {'input': 'sevinç', 'root': 'sevinç', 'type': 'Noun'}, {'input': 'bile', 'root': 'bile', 'type': 'Adverb'}, {'input': 'bile', 'root': 'bile', 'type': 'Conjunction'}, {'input': 'bile', 'root': 'bilmek', 'type': 'Verb'}, {'input': 'bile', 'root': 'bilemek', 'type': 'Verb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
(turgay fişekçi),"[{'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': 'turgay', 'root': 'turgay', 'type': 'Noun'}, {'input': 'turgay', 'root': 'Turgay', 'type': 'Noun'}, {'input': 'fişekçi', 'root': 'fişek', 'type': 'Noun'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}]"
bedel verdik,"[{'input': 'bedel', 'root': 'bedel', 'type': 'Adjective'}, {'input': 'bedel', 'root': 'bedel', 'type': 'Noun'}, {'input': 'verdik', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdik', 'root': 'vermek', 'type': 'Verb'}, {'input': 'verdik', 'root': 'vermek', 'type': 'Verb'}]"
acılar çektik,"[{'input': 'acılar', 'root': 'acı', 'type': 'Noun'}, {'input': 'acılar', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acılar', 'root': 'acı', 'type': 'Adjective'}, {'input': 'acılar', 'root': 'Ac', 'type': 'Noun'}, {'input': 'acılar', 'root': 'acı', 'type': 'Noun'}, {'input': 'acılar', 'root': 'A', 'type': 'Noun'}, {'input': 'acılar', 'root': 'A', 'type': 'Noun'}, {'input': 'çektik', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektik', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektik', 'root': 'çekmek', 'type': 'Verb'}, {'input': 'çektik', 'root': 'Çek', 'type': 'Noun'}, {'input': 'çektik', 'root': 'çek', 'type': 'Noun'}]"
