original_line,processed
ayrılık şiirini okudukça,"[{'input': 'ayrılık', 'root': 'ayrılık', 'type': 'Noun'}, {'input': 'ayrılık', 'root': 'ayrı', 'type': 'Adjective'}, {'input': 'şiirini', 'root': 'şiir', 'type': 'Noun'}, {'input': 'şiirini', 'root': 'şiir', 'type': 'Noun'}, {'input': 'okudukça', 'root': 'okumak', 'type': 'Verb'}]"
dalgalanır.,"[{'input': 'dalgalanır', 'root': 'dalgalanmak', 'type': 'Verb'}, {'input': 'dalgalanır', 'root': 'dalgalanmak', 'type': 'Verb'}, {'input': 'dalgalanır', 'root': 'dalga', 'type': 'Noun'}, {'input': 'dalgalanır', 'root': 'dalga', 'type': 'Noun'}, {'input': 'dalgalanır', 'root': 'Dalga', 'type': 'Noun'}, {'input': 'dalgalanır', 'root': 'Dalga', 'type': 'Noun'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
nefret eyledim sizin gerçekten,"[{'input': 'nefret', 'root': 'nefret', 'type': 'Noun'}, {'input': 'eyledim', 'root': 'eylemek', 'type': 'Verb'}, {'input': 'sizin', 'root': 'siz', 'type': 'Pronoun'}, {'input': 'gerçekten', 'root': 'gerçekten', 'type': 'Adverb'}, {'input': 'gerçekten', 'root': 'Gerçek', 'type': 'Noun'}, {'input': 'gerçekten', 'root': 'gerçek', 'type': 'Noun'}, {'input': 'gerçekten', 'root': 'gerçek', 'type': 'Adjective'}]"
"Yalanı severim, yalanı gayrı..","[{'input': 'Yalanı', 'root': 'yalan', 'type': 'Noun'}, {'input': 'Yalanı', 'root': 'yalan', 'type': 'Noun'}, {'input': 'Yalanı', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'Yalanı', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yalanı', 'root': 'yalan', 'type': 'Noun'}, {'input': 'yalanı', 'root': 'yalan', 'type': 'Noun'}, {'input': 'yalanı', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'yalanı', 'root': 'yalan', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
"Tiksindim bülbülden, gülden, çiçekten","[{'input': 'Tiksindim', 'root': 'tiksinmek', 'type': 'Verb'}, {'input': 'bülbülden', 'root': 'bülbül', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'gülden', 'root': 'gül', 'type': 'Noun'}, {'input': 'gülden', 'root': 'Gülden', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'çiçekten', 'root': 'çiçek', 'type': 'Noun'}, {'input': 'çiçekten', 'root': 'Çiçek', 'type': 'Noun'}]"
"Yılanı severim, yılanı gayrı..","[{'input': 'Yılanı', 'root': 'yılan', 'type': 'Noun'}, {'input': 'Yılanı', 'root': 'yılan', 'type': 'Noun'}, {'input': 'Yılanı', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'Yılanı', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'Yılanı', 'root': 'yılan', 'type': 'Adjective'}, {'input': 'Yılanı', 'root': 'yılan', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'yılanı', 'root': 'yılan', 'type': 'Noun'}, {'input': 'yılanı', 'root': 'yılan', 'type': 'Noun'}, {'input': 'yılanı', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'yılanı', 'root': 'yılmak', 'type': 'Verb'}, {'input': 'yılanı', 'root': 'yılan', 'type': 'Adjective'}, {'input': 'yılanı', 'root': 'yılan', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
'Sapıtmış bu' diye beni yeriniz,"[{'input': 'Sapıtmış', 'root': 'sapıtmak', 'type': 'Verb'}, {'input': 'Sapıtmış', 'root': 'sapıtmak', 'type': 'Verb'}, {'input': 'bu', 'root': 'bu', 'type': 'Determiner'}, {'input': 'bu', 'root': 'bu', 'type': 'Pronoun'}, {'input': 'diye', 'root': 'diye', 'type': 'PostPositive'}, {'input': 'diye', 'root': 'demek', 'type': 'Verb'}, {'input': 'beni', 'root': 'ben', 'type': 'Pronoun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'beni', 'root': 'ben', 'type': 'Noun'}, {'input': 'yeriniz', 'root': 'yermek', 'type': 'Verb'}, {'input': 'yeriniz', 'root': 'yer', 'type': 'Noun'}, {'input': 'yeriniz', 'root': 'yer', 'type': 'Noun'}, {'input': 'yeriniz', 'root': 'yer', 'type': 'Noun'}]"
Hakkımda bin türlü hüküm veriniz,"[{'input': 'Hakkımda', 'root': 'Hakk', 'type': 'Noun'}, {'input': 'Hakkımda', 'root': 'Hak', 'type': 'Noun'}, {'input': 'Hakkımda', 'root': 'hak', 'type': 'Noun'}, {'input': 'bin', 'root': 'bin', 'type': 'Numeral'}, {'input': 'bin', 'root': 'binmek', 'type': 'Verb'}, {'input': 'türlü', 'root': 'türlü', 'type': 'Adjective'}, {'input': 'türlü', 'root': 'türlü', 'type': 'Noun'}, {'input': 'türlü', 'root': 'tür', 'type': 'Noun'}, {'input': 'türlü', 'root': 'tür', 'type': 'Adjective'}, {'input': 'hüküm', 'root': 'hüküm', 'type': 'Noun'}, {'input': 'veriniz', 'root': 'vermek', 'type': 'Verb'}, {'input': 'veriniz', 'root': 'veri', 'type': 'Noun'}, {'input': 'veriniz', 'root': 'veri', 'type': 'Noun'}]"
Omuzumda yüktür dirileriniz,"[{'input': 'yüktür', 'root': 'yük', 'type': 'Noun'}, {'input': 'dirileriniz', 'root': 'diri', 'type': 'Adjective'}, {'input': 'dirileriniz', 'root': 'diri', 'type': 'Adjective'}, {'input': 'dirileriniz', 'root': 'diri', 'type': 'Adjective'}]"
"Öleni severim, öleni gayrı..","[{'input': 'Öleni', 'root': 'ölmek', 'type': 'Verb'}, {'input': 'Öleni', 'root': 'ölmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'öleni', 'root': 'ölmek', 'type': 'Verb'}, {'input': 'öleni', 'root': 'ölmek', 'type': 'Verb'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Uzun yaşamayı saymadım sanat,"[{'input': 'Uzun', 'root': 'uzun', 'type': 'Adjective'}, {'input': 'Uzun', 'root': 'uzun', 'type': 'Adverb'}, {'input': 'Uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'Uzun', 'root': 'Uz', 'type': 'Noun'}, {'input': 'Uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'Uzun', 'root': 'uz', 'type': 'Adjective'}, {'input': 'yaşamayı', 'root': 'yaşamak', 'type': 'Verb'}, {'input': 'saymadım', 'root': 'saymak', 'type': 'Verb'}, {'input': 'sanat', 'root': 'sanat', 'type': 'Noun'}]"
"Kurda yürek oldum,kartala kanat","[{'input': 'Kurda', 'root': 'kur', 'type': 'Noun'}, {'input': 'Kurda', 'root': 'kurt', 'type': 'Noun'}, {'input': 'yürek', 'root': 'Yürek', 'type': 'Noun'}, {'input': 'yürek', 'root': 'yürek', 'type': 'Noun'}, {'input': 'oldum', 'root': 'olmak', 'type': 'Verb'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'kartala', 'root': 'kartalmak', 'type': 'Verb'}, {'input': 'kartala', 'root': 'Kartal', 'type': 'Noun'}, {'input': 'kartala', 'root': 'kartal', 'type': 'Noun'}, {'input': 'kanat', 'root': 'kanat', 'type': 'Noun'}, {'input': 'kanat', 'root': 'kanamak', 'type': 'Verb'}]"
Oturup ağlayan korkağa inat,"[{'input': 'Oturup', 'root': 'oturmak', 'type': 'Verb'}, {'input': 'ağlayan', 'root': 'ağlamak', 'type': 'Verb'}, {'input': 'korkağa', 'root': 'korkak', 'type': 'Adjective'}, {'input': 'inat', 'root': 'inat', 'type': 'Adjective'}, {'input': 'inat', 'root': 'inat', 'type': 'Noun'}]"
"Güleni severim, güleni gayrı..","[{'input': 'Güleni', 'root': 'Gülen', 'type': 'Noun'}, {'input': 'Güleni', 'root': 'Gülen', 'type': 'Noun'}, {'input': 'Güleni', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'Güleni', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'güleni', 'root': 'Gülen', 'type': 'Noun'}, {'input': 'güleni', 'root': 'Gülen', 'type': 'Noun'}, {'input': 'güleni', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'güleni', 'root': 'gülmek', 'type': 'Verb'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
İyinin ardından 'kötü' demezdim,"[{'input': 'İyinin', 'root': 'iyi', 'type': 'Noun'}, {'input': 'İyinin', 'root': 'iyi', 'type': 'Noun'}, {'input': 'İyinin', 'root': 'iyi', 'type': 'Adjective'}, {'input': 'İyinin', 'root': 'iyi', 'type': 'Adjective'}, {'input': 'ardından', 'root': 'ardından', 'type': 'Adverb'}, {'input': 'ardından', 'root': 'art', 'type': 'Noun'}, {'input': 'ardından', 'root': 'art', 'type': 'Noun'}, {'input': 'ardından', 'root': 'art', 'type': 'Adjective'}, {'input': 'ardından', 'root': 'art', 'type': 'Adjective'}, {'input': 'kötü', 'root': 'kötü', 'type': 'Adjective'}, {'input': 'kötü', 'root': 'kötü', 'type': 'Adverb'}, {'input': 'demezdim', 'root': 'demek', 'type': 'Verb'}]"
Kötünün elinden ekmek yemezdim,"[{'input': 'Kötünün', 'root': 'kötü', 'type': 'Adjective'}, {'input': 'Kötünün', 'root': 'kötü', 'type': 'Adjective'}, {'input': 'elinden', 'root': 'el', 'type': 'Noun'}, {'input': 'elinden', 'root': 'el', 'type': 'Noun'}, {'input': 'elinden', 'root': 'elinden', 'type': 'Noun'}, {'input': 'ekmek', 'root': 'Ekmek', 'type': 'Noun'}, {'input': 'ekmek', 'root': 'ekmek', 'type': 'Noun'}, {'input': 'ekmek', 'root': 'ekmek', 'type': 'Verb'}, {'input': 'yemezdim', 'root': 'yemek', 'type': 'Verb'}]"
Birlikten kopana selâm vermezdim,"[{'input': 'Birlikten', 'root': 'Birlik', 'type': 'Noun'}, {'input': 'Birlikten', 'root': 'birlik', 'type': 'Noun'}, {'input': 'Birlikten', 'root': 'bir', 'type': 'Adjective'}, {'input': 'Birlikten', 'root': 'bir', 'type': 'Numeral'}, {'input': 'Birlikten', 'root': 'birlik', 'type': 'Adjective'}, {'input': 'Birlikten', 'root': 'bir', 'type': 'Numeral'}, {'input': 'kopana', 'root': 'kopmak', 'type': 'Verb'}, {'input': 'selâm', 'root': 'Sela', 'type': 'Noun'}, {'input': 'selâm', 'root': 'sela', 'type': 'Noun'}, {'input': 'selâm', 'root': 'selam', 'type': 'Noun'}, {'input': 'vermezdim', 'root': 'vermek', 'type': 'Verb'}]"
"Böleni severim, böleni gayrı..","[{'input': 'Böleni', 'root': 'böle', 'type': 'Noun'}, {'input': 'Böleni', 'root': 'bölmek', 'type': 'Verb'}, {'input': 'Böleni', 'root': 'bölmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'böleni', 'root': 'böle', 'type': 'Noun'}, {'input': 'böleni', 'root': 'bölmek', 'type': 'Verb'}, {'input': 'böleni', 'root': 'bölmek', 'type': 'Verb'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
Yıllarca boş yere canımı sıktım,"[{'input': 'Yıllarca', 'root': 'yıllarca', 'type': 'Adverb'}, {'input': 'Yıllarca', 'root': 'yıl', 'type': 'Noun'}, {'input': 'boş', 'root': 'boş', 'type': 'Adjective'}, {'input': 'boş', 'root': 'boş', 'type': 'Adverb'}, {'input': 'yere', 'root': 'yermek', 'type': 'Verb'}, {'input': 'yere', 'root': 'yer', 'type': 'Noun'}, {'input': 'canımı', 'root': 'Can', 'type': 'Noun'}, {'input': 'canımı', 'root': 'can', 'type': 'Noun'}, {'input': 'canımı', 'root': 'can', 'type': 'Adjective'}, {'input': 'sıktım', 'root': 'sıkmak', 'type': 'Verb'}, {'input': 'sıktım', 'root': 'sık', 'type': 'Adjective'}]"
"Nihayet yol buldum, çığırdan çıktım","[{'input': 'Nihayet', 'root': 'nihayet', 'type': 'Adverb'}, {'input': 'Nihayet', 'root': 'Nihayet', 'type': 'Noun'}, {'input': 'Nihayet', 'root': 'nihayet', 'type': 'Noun'}, {'input': 'yol', 'root': 'yolmak', 'type': 'Verb'}, {'input': 'yol', 'root': 'yol', 'type': 'Noun'}, {'input': 'buldum', 'root': 'bulmak', 'type': 'Verb'}, {'input': 'buldum', 'root': 'bul', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'çığırdan', 'root': 'çığır', 'type': 'Noun'}, {'input': 'çıktım', 'root': 'çıkmak', 'type': 'Verb'}, {'input': 'çıktım', 'root': 'çıktı', 'type': 'Noun'}]"
"'Bey'den, 'efendi'den, 'sayın'dan bıktım","[{'input': 'Bey'den', 'root': 'bey', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'efendi'den', 'root': 'efendi', 'type': 'Noun'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'sayın'dan', 'root': 'say', 'type': 'Noun'}, {'input': 'bıktım', 'root': 'bıkmak', 'type': 'Verb'}]"
"'Ulan'ı severim, 'ulan'ı gayrı..","[{'input': 'Ulan'ı', 'root': 'Ulan'ı', 'type': 'Noun'}, {'input': 'Ulan'ı', 'root': 'Ulan'ı', 'type': 'Noun'}, {'input': 'severim', 'root': 'sevmek', 'type': 'Verb'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': 'severim', 'root': 'sever', 'type': 'Adjective'}, {'input': ',', 'root': ',', 'type': 'Punctuation'}, {'input': 'ulan'ı', 'root': 'Ulan'ı', 'type': 'Noun'}, {'input': 'ulan'ı', 'root': 'Ulan'ı', 'type': 'Noun'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'PostPositive'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adjective'}, {'input': 'gayrı', 'root': 'gayrı', 'type': 'Adverb'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}, {'input': '.', 'root': '.', 'type': 'Punctuation'}]"
(Vur Emri),"[{'input': '(', 'root': '(', 'type': 'Punctuation'}, {'input': 'Vur', 'root': 'vurmak', 'type': 'Verb'}, {'input': 'Emri', 'root': 'emir', 'type': 'Noun'}, {'input': 'Emri', 'root': 'emir', 'type': 'Noun'}, {'input': ')', 'root': ')', 'type': 'Punctuation'}]"
kaç gecenin çölüdür ayrılık,"[{'input': 'kaç', 'root': 'kaç', 'type': 'Adjective'}, {'input': 'kaç', 'root': 'kaçmak', 'type': 'Verb'}, {'input': 'gecenin', 'root': 'gece', 'type': 'Noun'}, {'input': 'gecenin', 'root': 'gece', 'type': 'Noun'}, {'input': 'çölüdür', 'root': 'çöl', 'type': 'Noun'}, {'input': 'ayrılık', 'root': 'ayrılık', 'type': 'Noun'}, {'input': 'ayrılık', 'root': 'ayrı', 'type': 'Adjective'}]"
kaç şiirin dölüdür üstüme,"[{'input': 'kaç', 'root': 'kaç', 'type': 'Adjective'}, {'input': 'kaç', 'root': 'kaçmak', 'type': 'Verb'}, {'input': 'şiirin', 'root': 'şiir', 'type': 'Noun'}, {'input': 'şiirin', 'root': 'şiir', 'type': 'Noun'}, {'input': 'dölüdür', 'root': 'döl', 'type': 'Noun'}, {'input': 'üstüme', 'root': 'üst', 'type': 'Noun'}, {'input': 'üstüme', 'root': 'üst', 'type': 'Adjective'}]"
örttüğün ince sessizlik,"[{'input': 'örttüğün', 'root': 'örtmek', 'type': 'Verb'}, {'input': 'örttüğün', 'root': 'örtmek', 'type': 'Verb'}, {'input': 'örttüğün', 'root': 'örtmek', 'type': 'Verb'}, {'input': 'ince', 'root': 'ince', 'type': 'Adjective'}, {'input': 'ince', 'root': 'in', 'type': 'Noun'}, {'input': 'sessizlik', 'root': 'sessiz', 'type': 'Noun'}, {'input': 'sessizlik', 'root': 'ses', 'type': 'Noun'}]"
